id,creationdate,score,viewcount,title,answercount,commentcount,favoritecount,quest_name,quest_rep,ans_name,ans_rep
"25447700","2014-08-22 13:01:37","49","39767","Annotate bars with values on Pandas bar plots","2","1","27","leroygr","439","TomAugspurger","16426"
"26463714","2014-10-20 10:44:07","5","3904","pandas: Get combination of columns where correlation is high","1","0","1","Peter","1017","Michael Brennan","1581"
"24884513","2014-07-22 10:09:55","-2","538","Count of work hours from time series using pandas","1","8","","alexmulo","366","EdChum","188411"
"26765041","2014-11-05 19:04:10","5","7199","Python Pandas Pivot - Why Fails","1","1","1","user1617979","1419","Anzel","13301"
"26793165","2014-11-07 02:41:21","3","4501","Pandas/matplotlib bar chart with colors defined by column","1","1","","user1617979","1419","user308827","2636"
"26747051","2014-11-04 23:28:39","2","335","Multiprocessing doing Many Fast Calculations","1","2","0","rhaskett","507","",""
"26044349","2014-09-25 17:13:05","1","1397","How Do I Use Excel's Format Painter Across a Whole Workbook","2","4","","rhaskett","507","Grysik","365"
"24147029","2014-06-10 17:09:50","3","2715","Parsing a Multi-Index Excel File in Pandas","1","1","3","rhaskett","507","Happy001","3568"
"24248674","2014-06-16 17:00:33","2","2438","cumsum per group in column ordered by second column append to original dataframe","1","0","","user1620461","68","user3576212","865"
"23798961","2014-05-22 06:06:21","2","2940","Masking a Pandas DataFrame rows based on the whole row","2","2","","jkibele","327","jkibele","327"
"23630380","2014-05-13 11:45:53","1","1919","Concatenating pandas dataframes along time series index without duplicating columns","2","0","","nswart","73","user1827356","4406"
"23460345","2014-05-04 19:04:48","3","2729","Selecting Unique Rows between Two DataFrames in Pandas","1","0","","Rohit","2122","EdChum","188411"
"24699215","2014-07-11 13:43:10","0","446","Recursive method to read multiple csv files in Pandas","1","0","1","Rohit","2122","RJT","344"
"25539195","2014-08-28 01:02:58","17","27811","Multiple histograms in Pandas","5","0","3","Rohit","2122","Paul H","32844"
"26145034","2014-10-01 15:33:53","5","2594","Creating and graphing Hierarchical Trees in Python with pandas","1","0","","Wes Field","914","",""
"26202926","2014-10-05 13:20:16","1","3884","Sorting a pandas DataFrame by the order of a list","2","0","2","Wes Field","914","Alex Riley","85098"
"26309962","2014-10-11 00:53:18","65","170251","Appending a list or series to a pandas DataFrame as a row?","9","1","28","Wes Field","914","",""
"26533894","2014-10-23 17:30:08","0","53","Easy way to display constantly updating DataFrame","0","2","","ari","1442","",""
"26577516","2014-10-26 20:23:37","65","60043","How to test if a string contains one of the substrings in a list?","2","2","20","ari","1442","Alex Riley","85098"
"26516628","2014-10-22 20:35:50","1","90","Pandas read_excel mangles non-dates to dates","0","5","","Olga Botvinnik","885","",""
"23436345","2014-05-02 20:23:04","1","289","Pandas groupby add rows with cross references","2","1","","Olga Botvinnik","885","Karl D.","7769"
"23380349","2014-04-30 05:31:13","3","3762","pandas groupby add column from apply operation","1","0","3","Olga Botvinnik","885","Karl D.","7769"
"24542572","2014-07-02 23:15:51","1","619","pandas apply np.histogram to reshape dataframe","1","0","","Olga Botvinnik","885","Jeff","81950"
"25672036","2014-09-04 17:54:20","6","65","Why does a copy get created when assigned with None?","2","5","","Anthony","1028","",""
"25793709","2014-09-11 17:33:04","3","193","Pandas dataframe left merge without reindexing","1","1","3","Anthony","1028","",""
"23917087","2014-05-28 16:26:03","0","263","Cut by time in pandas","1","0","","Shura","163","",""
"24188060","2014-06-12 15:18:44","9","3667","In pandas, why does tz_convert change the timezone used from EST to LMT?","2","0","1","D. A.","2420","Jeff","81950"
"26055556","2014-09-26 08:47:30","0","14950","Writing python (pandas) Data Frame to SQL Database Error","1","1","1","Shivendra","526","joris","67459"
"23406578","2014-05-01 11:13:05","0","1059","hist() - how to force equal bins width?","1","1","","Zach Moshe","1295","",""
"25002571","2014-07-28 19:13:03","0","2771","Apply regex replace to python pandas data frame","1","0","0","avyfain","571","joris","67459"
"25146313","2014-08-05 18:58:16","1","1203","Frequency Dictionary from Pandas Data Frame","1","4","","avyfain","571","EdChum","188411"
"25611864","2014-09-01 19:21:13","0","55","Group pandas df according to set","1","0","","Michael K","685","Korem","6492"
"24999146","2014-07-28 15:54:35","0","1983","Pandas groupby for k-fold cross-validation with aggregation","1","3","","seanv507","493","",""
"26309178","2014-10-10 22:55:03","4","2767","Pandas report top-n in group and pivot","1","1","1","seanv507","493","",""
"26133538","2014-10-01 03:11:41","28","46103","round a single column in pandas","2","0","7","k3it","413","Lyndon White","13952"
"23544707","2014-05-08 14:27:27","0","826","Best way to separate data into 3 classes","1","5","","VeilEclipse","1058","emeth","4690"
"25071397","2014-08-01 01:08:33","0","661","Creating pandas.DataFrame from numpy.array","0","6","","drammock","1220","",""
"23887881","2014-05-27 11:09:41","32","28256","How to repeat Pandas data frame?","5","0","7","lsheng","1804","joris","67459"
"23909249","2014-05-28 10:35:14","3","4967","How to add a line on a pandas bar plot in matplotlib?","1","8","2","lsheng","1804","joris","67459"
"23473661","2014-05-05 13:25:04","0","83","Pandas multi-index from CSV file","2","1","","Jimmy C","3276","",""
"24046279","2014-06-04 19:48:54","6","5028","Pandas quantile failing with NaN's present","1","5","1","tnknepp","2679","",""
"25245293","2014-08-11 14:08:34","0","59","Dataframe processing/grouping: how to group each n rows","2","0","","Theo Gonella","53","chrisaycock","25141"
"25247276","2014-08-11 15:48:06","0","541","ggplot area plot: order in which groups are rendered affects visibility","1","3","","Theo Gonella","53","",""
"24595307","2014-07-06 11:23:40","0","322","sqlalchemy pandas to_sql OperationalError","0","5","1","KillerSnail","1114","",""
"25517690","2014-08-27 01:42:33","0","2090","Python Pandas read_csv with nrows=1","1","2","","Kenneth Goh","48","",""
"23884113","2014-05-27 08:05:59","2","1075","how to apply Functions on numpy arrays using pandas groupby function","2","0","1","Magellan88","1226","FooBar","7001"
"25139255","2014-08-05 12:49:19","0","196","Expanding a Pandas.dataframe after encoding","1","0","","tbrittoborges","501","Joop","4042"
"25430957","2014-08-21 16:07:02","4","2008","How to flush away the default suptitle of boxplot with subplots made by pandas package for python","3","3","","Tian He","152","CT Zhu","33716"
"25397057","2014-08-20 05:07:04","4","9170","Getting Average of Pandas with GroupBy- Getting DataError: No numeric types to aggregate -","1","4","","Max Song","865","FooBar","7001"
"24500849","2014-07-01 00:27:29","0","421","Can't Add Columns After Transposing Pandas DataFrame","1","2","","Max Song","865","U2EF1","8431"
"26783651","2014-11-06 15:52:02","1","482","Efficient Partitioning of Pandas DataFrame rows between sandwiched indicator variables","1","0","","Max Song","865","Anzel","13301"
"23507828","2014-05-07 02:44:31","0","304","Python does not recognize Pandas functions","0","4","","jyim","65","",""
"26713337","2014-11-03 11:29:57","0","272","Selection of a Series from pandas dataframe by interpolating column labels","1","0","","tvandenbrande","168","joris","67459"
"23666412","2014-05-14 22:45:00","0","59","Comparing date in one row to date in subsequent row in Pandas","1","0","","Jamie Bull","6191","",""
"23667369","2014-05-15 00:31:47","91","194779","Drop all duplicate rows in Python Pandas","5","1","33","Jamie Bull","6191","Ben","2004"
"24307266","2014-06-19 13:01:12","0","546","Plotting pandas groupy object as stacked horizontal bar chart","2","0","","Jamie Bull","6191","",""
"26769974","2014-11-06 00:52:54","2","1023","vectorize for-loop to fill Pandas DataFrame","1","1","1","Marshall Farrier","472","Primer","6656"
"24531336","2014-07-02 12:41:19","0","528","Pandas: apply tupleize_cols to dataframe without to_csv()?","1","0","","user1708646","51","",""
"24404334","2014-06-25 08:58:59","4","75","Pandas: Achieving speed of 'built-in' methods (e.g. mean,std) for groups manipulations","1","0","1","Acorbe","6956","Jeff","81950"
"24089936","2014-06-06 20:12:54","2","1748","Pandas Timeseries plotting","1","0","1","user1717931","1025","acushner","5826"
"24622909","2014-07-08 02:47:28","0","138","Maintaining date format when using pandas.rpy.common.load_data() to import R dataframe","1","0","","user1718097","1431","furas","47637"
"25255267","2014-08-12 02:29:53","6","1783","Column arithmetic in pandas dataframe using dates","2","2","","user1718097","1431","EdChum","188411"
"24709342","2014-07-12 03:28:11","3","519","Segmentation fault 11 in Python when importing pandas.rpy.common","1","4","","user1718097","1431","",""
"25545050","2014-08-28 09:13:33","0","36","search in pandas series des not work","2","2","","eran","5360","EdChum","188411"
"25549442","2014-08-28 12:59:26","2","75","Efficiently join two labels of a DataFrame index","3","0","","eran","5360","EdChum","188411"
"23570037","2014-05-09 16:50:57","0","136","Pandas timeseries specifying time unit","1","6","","ganesh reddy","662","U2EF1","8431"
"24251219","2014-06-16 19:56:47","204","174840","Pandas read_csv low_memory and dtype options","6","2","82","Josh","3366","firelynx","15662"
"26266445","2014-10-08 21:06:00","2","35","Unable to get proper timestamp ranges","2","3","1","Josh","3366","jxstanford","2060"
"26267809","2014-10-08 23:01:56","17","2428","Recursive definitions in Pandas","1","2","6","Josh","3366","Warren Weckesser","71818"
"26268533","2014-10-09 00:29:27","0","44","Unable to filter values in a DataFrame. NaN's in the output","1","3","","Josh","3366","Primer","6656"
"26042266","2014-09-25 15:23:10","0","1067","pandas if then statement without looping","2","0","","jason","137","Ffisegydd","30282"
"26017226","2014-09-24 12:43:17","0","534","Pandas: join a row of data on specific index number","1","1","","jason","137","Ffisegydd","30282"
"24145140","2014-06-10 15:36:54","1","7097","Python pandas dataframe read from_records, ""AssertionError: 1 columns passed, passed data had 22 columns""","1","4","0","jason","137","chrisb","25764"
"24472905","2014-06-29 03:27:01","1","86","Python testing whether a string has ""%"" and not have it break","1","2","","jason","137","furas","47637"
"23809614","2014-05-22 14:24:26","2","295","pandas dataframe groupby summation","1","0","1","jason","137","cwharland","2082"
"23804623","2014-05-22 10:45:11","0","1837","Google spreadsheet data into pandas dataframe","3","0","","jason","137","Guillaume Jacquenot","5569"
"23855777","2014-05-25 13:27:31","0","774","pandas dataframe concat is giving unwanted NA/NaN columns","2","0","","jason","137","Guillaume Jacquenot","5569"
"25440008","2014-08-22 05:17:57","32","39010","python pandas flatten a dataframe to a list","3","2","4","jason","137","Saullo G. P. Castro","37794"
"25924297","2014-09-18 23:57:04","0","195","python pandas clean up empty rows after last row of data","1","0","","jason","137","unutbu","568074"
"25927272","2014-09-19 05:56:16","1","1018","python pandas parse_dates column wildcard for sqlalchemy in pandas 0.14.1?","1","0","","jason","137","joris","67459"
"23450800","2014-05-03 23:12:25","2","47","Working with samples, applying a function to a large subset of columns","1","0","","Kyle Heuton","5362","DSM","218186"
"25928806","2014-09-19 07:41:06","0","78","python, operation on big pandas Dataframe","2","6","","woshitom","864","EdChum","188411"
"25885556","2014-09-17 08:17:50","0","621","python, dumping a pandas dataframe in a sql database","1","3","0","woshitom","864","",""
"25888207","2014-09-17 10:29:50","32","23969","Pandas: join DataFrames on field with different names?","2","1","6","woshitom","864","Alex Riley","85098"
"25842596","2014-09-15 07:12:02","1","2408","python, You must not use 8-bit bytestrings","1","6","","woshitom","864","",""
"26022172","2014-09-24 16:39:59","1","1248","python, how to convert a pandas series into a pandas DataFrame?","1","0","1","woshitom","864","joaquin","57147"
"26002474","2014-09-23 18:43:28","2","3079","pandas, name of the column after a group by function","2","5","","woshitom","864","",""
"26097916","2014-09-29 10:38:16","50","121550","Convert pandas Series to DataFrame","5","1","22","woshitom","864","EdChum","188411"
"26112785","2014-09-30 04:26:44","3","8546","'Where clause' on a list in a pandas Dataframe","2","0","1","woshitom","864","firelynx","15662"
"26140885","2014-10-01 11:59:59","0","56","merging 2 Pandas Dataframes reduces the dataset length","0","2","","woshitom","864","",""
"26385843","2014-10-15 15:04:19","2","231","Python, how to merge 2 pandas DataFrame","1","1","","woshitom","864","EdChum","188411"
"26408751","2014-10-16 15:52:13","0","105","python pandas groupby optimisation","1","3","","Lucidnonsense","429","",""
"26440517","2014-10-18 13:57:13","1","1063","Overloading in python - pandas","2","6","2","Lucidnonsense","429","Dunes","25261"
"25361828","2014-08-18 11:05:10","0","279","Plotting Pandas Time Data","1","2","","Lucidnonsense","429","",""
"25645627","2014-09-03 13:26:11","0","274","reading foreign characters in python","0","7","","Lucidnonsense","429","",""
"24854450","2014-07-20 20:09:00","0","44","Filtering one dataframe by two fields in another dataframes","2","0","","Matt H","161","",""
"24793679","2014-07-17 01:56:23","3","1456","Pandas time series index from list of dictionaries","3","1","","jirikadlec2","697","unutbu","568074"
"25489875","2014-08-25 15:59:56","9","1815","Pandas SettingWithCopyWarning When Using loc","1","5","","MattB","395","",""
"26067692","2014-09-26 20:18:10","14","20984","Numpy.dtype has the wrong size, try recompiling","3","12","6","Alexander Molloy","94","Dan Frank","1122"
"26740433","2014-11-04 16:41:33","0","322","Index column names","1","0","","James Haskell","344","acushner","5826"
"25007600","2014-07-29 02:59:00","1","60","add record to pandas dataframe by copying part of existing record","1","0","","Tomas D","83","EdChum","188411"
"25028754","2014-07-30 04:25:41","0","68","how to resample state change data for line chart?","1","0","","Tomas D","83","HYRY","67243"
"25296130","2014-08-13 21:05:58","0","66","Access column in data frame that shares a name with other columns","1","2","","thaweatherman","707","chrisb","25764"
"25778680","2014-09-11 03:40:47","1","52","Issue with reindexing a multiindex","1","0","","bevanj","164","joris","67459"
"23638919","2014-05-13 18:28:19","0","1039","Calculate Pandas dataframe column - boolean logic and offset data","1","0","","Jonas","260","BrenBarn","166891"
"24911925","2014-07-23 13:34:13","0","118","Finding 20 Day Highs In a Pandas Dataframe","0","4","","Mishiko","145","",""
"25977982","2014-09-22 15:38:07","0","1732","pandas rolling_min and rolling_max different behavior?","1","2","","Mishiko","145","sethp","66"
"26456532","2014-10-19 23:28:04","1","749","Update columns in Pandas Dataframe rows when criteria in the rest of the row are met (in SQL UPDATE)","1","0","","Alison S","1144","b10n","828"
"25952790","2014-09-20 20:01:00","21","67213","Convert pandas.Series from dtype object to float, and errors to nans","2","1","4","Korem","6492","cs95","145691"
"25837440","2014-09-14 19:58:17","5","2856","pandas: Boolean indexing with multi index","4","2","2","Korem","6492","Emanuele Paolini","7394"
"25852709","2014-09-15 16:34:16","2","531","pandas - get a fraction of each multi-index level label rows","1","0","","Korem","6492","Korem","6492"
"25586783","2014-08-30 21:08:13","1","192","pandas: vectorize counting rows in time interval","1","0","","Korem","6492","behzad.nouri","41450"
"25508377","2014-08-26 14:29:30","6","507","pandas.algos._return_false causes PicklingError with dill.dump_session on CentOS","1","1","1","Korem","6492","Mike McKerns","19100"
"26006432","2014-09-23 23:51:52","2","4430","Create bokeh timeseries graph using database info","1","0","","melchoir55","2335","bigreddot","19357"
"23352073","2014-04-28 22:13:16","0","164","Pandas accessing groupby column data","1","3","","Blark","77","",""
"24124418","2014-06-09 16:18:45","2","2413","Python Pandas: Get row by median value","1","0","","BarakChamo","1001","CT Zhu","33716"
"24356270","2014-06-22 22:17:14","4","7020","Pandas Series - print columns and rows","1","0","","Slippy","355","bananafish","2178"
"26000625","2014-09-23 16:56:33","2","53","Odd results from simple group by","1","1","","DataByDavid","599","Korem","6492"
"25062046","2014-07-31 14:49:30","2","181","Regression summary output: Order of categories","1","2","1","Rasmus Larsen","1246","jseabold","5161"
"23334211","2014-04-28 06:43:29","0","6152","Converting CSV file to HDF5 using pandas","1","7","1","boojum","118","",""
"25786150","2014-09-11 11:22:01","0","37","Filter Column in Pandas Pivot - Python","0","4","","Sameer Patel","337","",""
"26341272","2014-10-13 13:33:14","3","998","using groupby on pandas dataframe to group by financial year","3","0","","newbie","94","Jihun","890"
"24097266","2014-06-07 12:37:14","0","719","matplotlib changing barplot xtick labels and sorting the order of bars","1","0","","Shai Zarzewski","514","CT Zhu","33716"
"25477255","2014-08-24 23:31:03","0","482","Python Pandas : dataframe groupby and aggregation UnicodeEncodeError","1","0","","Hady Elsahar","1177","",""
"25328663","2014-08-15 14:50:59","0","508","Merge misaligned pandas dataframes","1","5","","marcopah","485","FooBar","7001"
"24459098","2014-06-27 19:00:31","0","228","numpy: aggregate 4D array by groups","1","0","","Timothy W. Hilton","129","",""
"26557465","2014-10-24 22:57:39","0","513","trellis plots with pandas.tools.rplots: axes labels","1","4","","Timothy W. Hilton","129","Primer","6656"
"23843107","2014-05-24 08:52:54","1","105","Process string-valued columns from a CSV file with Pandas","1","0","","sjtufs","12","Karl D.","7769"
"25292568","2014-08-13 17:30:15","8","5962","Converting a dictionary with lists for values into a dataframe","2","1","","stoves","439","Roger Fan","3732"
"26764502","2014-11-05 18:32:41","0","834","pandas index skipping values","2","0","1","stoves","439","stoves","439"
"26779801","2014-11-06 12:44:13","1","613","How to calculate new vectorized column from bool and float columns in pandas dataframe?","2","2","","Brendan Hill","1487","unutbu","568074"
"25109781","2014-08-03 22:36:04","2","489","Python Pandas Subplot with Stacked data","2","0","","Docuemada","725","Marius","34236"
"23383253","2014-04-30 08:29:37","1","1000","""tuple index out of range"" reading pandas pickled Panel","2","0","","user1878647","71","",""
"26484854","2014-10-21 10:49:01","0","47","Dataframe after reindex does not show all items in multiindex","0","2","","norecces","107","",""
"25898090","2014-09-17 18:45:04","1","96","Less verbose method of merging with Pandas","2","2","","user1879926","604","",""
"25618650","2014-09-02 08:05:15","8","5664","R dcast equivalent in python pandas","2","3","1","Adriano Almeida","1606","joris","67459"
"26409153","2014-10-16 16:12:53","0","384","Slicing a pandas series using a list of float slices","1","2","1","Ian Sudbery","1338","CT Zhu","33716"
"24002820","2014-06-02 20:35:14","9","4495","Returning groups of correlated columns in pandas data frame","2","0","3","Bryan","1904","Akavall","42871"
"24458645","2014-06-27 18:29:40","165","106538","Label encoding across multiple columns in scikit-learn","18","3","100","Bryan","1904","",""
"24123498","2014-06-09 15:26:35","16","13881","Recursive feature elimination on Random Forest using scikit-learn","4","7","7","Bryan","1904","Bryan","1904"
"24209839","2014-06-13 16:22:21","0","167","Deriving new data from Pandas datetime column","3","0","","Bryan","1904","Gregor","862"
"23703638","2014-05-16 19:59:13","1","482","Bug in pandas read_html method?","1","4","","Yann","372","",""
"25066250","2014-07-31 18:21:41","0","57","Calculate date variance based on common id","2","3","","metersk","2772","abarnert","259813"
"25298785","2014-08-14 01:41:45","0","51","Naming columns in pandas deletes data","1","2","","metersk","2772","",""
"26855000","2014-11-10 23:34:55","1","40","How to join two panda series without duplicating keys","1","0","","Chuck Carlson","474","joris","67459"
"26856723","2014-11-11 02:57:26","0","50","adding two series with missing data","2","0","","Chuck Carlson","474","hatipa","26"
"24729010","2014-07-14 03:05:58","0","1449","Convert R Matrix to Pandas Dataframe","2","0","","TheChymera","4792","HYRY","67243"
"24220720","2014-06-14 14:04:49","3","4230","pandas.rpy.common.load_data() usage/documentation?","2","0","2","TheChymera","4792","joris","67459"
"25741898","2014-09-09 10:06:23","11","1352","Python bcolz how to merge two ctables","1","5","3","PlagTag","1901","James Tobin","2415"
"26124016","2014-09-30 14:59:34","3","1679","Resample a pandas timeseries by ""1st Monday of month"" etc","2","0","2","Corone","2963","elyase","24978"
"23898631","2014-05-27 20:46:41","2","581","Is there a way to do a weight-average rolling sum over a grouping?","1","0","1","user1911092","1006","Karl D.","7769"
"24288964","2014-06-18 15:03:30","4","505","pandas to_datetime function default year","1","0","","lucky1928","3808","EdChum","188411"
"25598093","2014-09-01 02:20:44","3","1996","use hour unit in pandas to_timedelta","1","3","","lucky1928","3808","DSM","218186"
"25909115","2014-09-18 09:35:12","4","1207","Fill data gaps with average of data from adjacent days","1","6","2","Fred S","623","JohnE","15167"
"25929818","2014-09-19 08:43:48","4","3610","Arithmetic operations on datetime index in pandas","2","0","1","Fred S","623","Ffisegydd","30282"
"26507404","2014-10-22 12:25:42","9","7535","Time-series boxplot in pandas","2","1","3","Fred S","623","Rutger Kassies","30622"
"24790676","2014-07-16 21:01:36","6","10735","How to write a lambda function that is conditional on two variables (columns) in python","3","0","4","seeiespi","879","EdChum","188411"
"26812126","2014-11-08 00:06:02","2","789","np.savetxt style nicely tabulated output for pandas DataFrame.to_csv","2","0","","terencezl","34","Warren Weckesser","71818"
"23719203","2014-05-18 06:28:10","2","1679","Pandas Dataframe selecting groups with minimal cardinality","1","0","","Run2","1065","Karl D.","7769"
"23580009","2014-05-10 10:40:27","1","2029","Data processing with adding columns dynamically in Python Pandas Dataframe","1","0","","Run2","1065","Jeff","81950"
"23772590","2014-05-21 01:29:30","0","810","Merging pandas dataframe using index.searchsorted","1","0","","DrewH","482","HYRY","67243"
"24765393","2014-07-15 18:19:16","3","917","Expand a pandas multi-index with N new levels for each index?","1","0","","choldgraf","1112","",""
"25559202","2014-08-28 22:49:06","10","6149","From tuples to multiple columns in pandas","2","0","3","ba_ul","641","exp1orer","5381"
"25560044","2014-08-29 00:40:24","1","1334","Combine_first and null values in Pandas","1","0","","ba_ul","641","chrisb","25764"
"26724378","2014-11-03 22:23:20","21","40855","Pandas SettingWithCopyWarning","2","0","10","ba_ul","641","Paul H","32844"
"24264424","2014-06-17 12:55:37","4","1919","Pandas: Efficient way to get first row with element that is smaller than a given value","1","5","2","Georgios Bitzes","98","Jeff","81950"
"26345695","2014-10-13 17:36:59","0","241","Error in panda from_csv datetime parsing","0","7","","user1934212","2031","",""
"24377317","2014-06-24 02:09:59","2","7061","Download stocks data from google finance","1","2","1","Filipe Ferminiano","2692","CT Zhu","33716"
"25714496","2014-09-07 20:32:36","0","1415","Forex data from Quandl with Pandas","1","1","","Filipe Ferminiano","2692","Paul Tonga","36"
"25851501","2014-09-15 15:22:25","0","1360","AttributeError: 'generator' object has no attribute 'reindex'","0","3","","Brian","541","",""
"26306554","2014-10-10 19:18:43","0","484","ARMA Order Specification in Statsmodels","1","0","1","rami","24","",""
"25553788","2014-08-28 16:35:29","2","1932","sort groupby column descending","2","2","","richie","5690","chrisb","25764"
"25500217","2014-08-26 07:23:43","0","393","Groupby Sum ignoring few columns","1","0","","richie","5690","Rutger Kassies","30622"
"25258460","2014-08-12 07:25:34","2","7448","from a dataframe column check if a string is nan","2","1","","richie","5690","EdChum","188411"
"24109207","2014-06-08 18:05:32","1","104","How to write tweet IDs to a CSV file as strings","2","0","","richie","5690","Sree Harsha","48"
"23825150","2014-05-23 09:08:05","-1","47","Set the index of a dataframe as the columns and vice versa","2","0","","richie","5690","joris","67459"
"23566242","2014-05-09 13:45:35","0","231","Python Pandas : Pivot groupby object","1","0","","richie","5690","TomAugspurger","16426"
"26154516","2014-10-02 04:31:42","0","550","pandas dataframe replace full word","0","2","","kr8","1","",""
"26703674","2014-11-02 19:56:40","0","390","NumPy construct a new matrix without rowi,columnj keeping row,column indices","2","1","","B.Mr.W.","8844","Alex Riley","85098"
"23473300","2014-05-05 13:07:39","0","394","Unable to use the tilde sign (~) to filter DataFrame","1","4","","nutship","1436","FooBar","7001"
"23933796","2014-05-29 12:52:46","0","561","to_sql raising vague KeyError: <class 'numpy.float64'>","1","6","","nutship","1436","joris","67459"
"26244309","2014-10-07 20:04:08","20","36088","How to analyze all duplicate entries in this Pandas DataFrame?","3","1","10","gammapoint","432","Yoel","5667"
"26224878","2014-10-06 21:06:26","0","124","Viewing duplicated rows in Pandas","1","2","1","gammapoint","432","Yoel","5667"
"26318159","2014-10-11 19:00:38","1","189","Computing nearest neighbor point in 2D dimensions but only from previous times","0","2","1","gammapoint","432","",""
"25158561","2014-08-06 10:54:57","3","4319","ipython pylab: print histogram from dictionary","2","1","1","user1968963","833","unutbu","568074"
"24425908","2014-06-26 08:34:47","2","1978","Matplotlib: How to use timestamps with broken_barh?","1","0","2","Shravan","1215","Rolando Max","5704"
"23419030","2014-05-02 00:42:47","4","2916","How to do date_range in reverse?","4","0","","Martin Bodocky","336","",""
"23377964","2014-04-30 01:07:26","1","368","how to use pandas.cut to group my data?","1","0","","it_is_a_literature","325","DSM","218186"
"23859840","2014-05-25 20:50:48","2","3849","Python - Aggregate by month and calculate average","2","0","1","Jaroslav Klimčík","1605","Karl D.","7769"
"23942094","2014-05-29 20:11:55","3","240","Reading CSV data with yearday column into Pandas as datetime","3","4","","Rich Signell","8314","Andy Hayden","195339"
"24497103","2014-06-30 19:01:12","2","879","How to get multiple legends from multiple pandas plots","1","1","1","Rich Signell","8314","Rich Signell","8314"
"25285317","2014-08-13 11:46:47","4","3311","Pandas versions compatible with specific python and numpy configurations?","1","2","1","Rich Signell","8314","asmeurer","59900"
"24036028","2014-06-04 11:19:53","2","1934","reading millisecond data into pandas","1","2","1","yemu","6029","",""
"24039023","2014-06-04 13:39:10","61","59261","Add column with constant value to pandas dataframe","2","4","9","yemu","6029","Phillip Cloud","17305"
"24202110","2014-06-13 09:32:09","8","4296","pandas apply function to multiple columns and multiple rows","1","2","3","yemu","6029","EdChum","188411"
"26784164","2014-11-06 16:15:29","15","11230","pandas multiprocessing apply","3","6","7","yemu","6029","",""
"26120553","2014-09-30 12:11:39","0","2394","Create pandas df from JSON where Column Headers and Rows are in separate arrays","1","0","","xav","1227","unutbu","568074"
"24945404","2014-07-24 23:02:29","1","642","Replacing missing data in pandas.DataFrame not working","1","3","","srodriguex","1460","behzad.nouri","41450"
"25411683","2014-08-20 18:11:47","1","187","Pandas and Py2exe ValueError","1","7","0","KidSudi","180","KidSudi","180"
"25773991","2014-09-10 19:56:01","3","8412","Plot table and display Pandas Dataframe","1","4","","KidSudi","180","kiro","111"
"24327683","2014-06-20 12:48:52","2","2723","Pandas Dataframe row by row fill new column","2","0","0","KidSudi","180","Sudeep Juvekar","3460"
"26754072","2014-11-05 09:54:17","0","1049","Splitting a column whose elements are dictionaries into many columns","1","1","","rafa","380","joris","67459"
"26320638","2014-10-12 00:29:38","9","6246","Converting Pandas DataFrame to Orange Table","5","4","7","hlin117","5625","TurtleIzzy","667"
"25773245","2014-09-10 19:11:14","77","19662","Ambiguity in Pandas Dataframe / Numpy Array ""axis"" definition","4","2","64","hlin117","5625","Alex Riley","85098"
"25718228","2014-09-08 06:02:42","3","1796","Pandas Dataframe.describe() : Which kind of standard deviation?","2","0","","hlin117","5625","Andy Hayden","195339"
"25736861","2014-09-09 04:45:29","3","8057","Python pandas: Finding cosine similarity of two columns","2","3","4","hlin117","5625","xbello","4412"
"24412510","2014-06-25 15:14:34","5","34685","Transpose pandas dataframe","2","1","1","pistal","1002","LFC","86"
"25921409","2014-09-18 20:03:52","0","139","Get integer row index of MultiIndex Series","1","0","","user2034412","2024","",""
"23445336","2014-05-03 13:54:11","0","73","Is there a recommended way to load arbitrary functions from text (json) files?","1","3","","Phil Sheard","1220","Matthew Trevor","10193"
"23355253","2014-04-29 04:04:24","3","674","Pandas groupby() not accepting apply() method with options","1","0","","sanguineturtle","655","Marius","34236"
"24504756","2014-07-01 07:31:50","8","2160","Pandas DataFrame Object Inheritance or Object Use?","2","1","3","sanguineturtle","655","Matti John","11031"
"25417515","2014-08-21 02:47:29","0","39","Pandas DataFrame Groupby Operations with np.nan in a by= series","0","2","","sanguineturtle","655","",""
"25028113","2014-07-30 03:05:07","1","4551","Efficiently find matching rows (based on content) in a pandas DataFrame","2","0","","sanguineturtle","655","DSM","218186"
"24925702","2014-07-24 05:23:01","0","460","Python @property (setter method) that is restricted to setting data only in the __init__ method","2","4","","sanguineturtle","655","",""
"24928306","2014-07-24 08:08:45","9","6731","pandas Immutable DataFrame","3","1","4","sanguineturtle","655","",""
"24877480","2014-07-22 01:25:04","2","132","Recoding Pandas Index Objects from a Dictionary (for Non-Ordered Replacement)","1","1","","sanguineturtle","655","U2EF1","8431"
"25152470","2014-08-06 04:51:59","1","61","computing spell lengths of data based on equality in pandas","2","2","","sanguineturtle","655","EdChum","188411"
"23971885","2014-05-31 15:47:56","0","610","Python Text Matrix using NumPy and pandas","1","3","","bill999","967","Happy001","3568"
"23984201","2014-06-01 20:32:03","0","805","Python - Updating pandas","1","0","","bill999","967","dartdog","4311"
"23974802","2014-05-31 21:55:48","6","17397","Python - pandas - Append Series into Blank DataFrame","1","8","2","bill999","967","EdChum","188411"
"25160385","2014-08-06 12:26:45","10","8564","Change an element in the last row of a DataFrame","3","15","2","Mike","3066","Mike","3066"
